"","ratings","date","review_header","review","Topic"
"436",5,"May 18, 2013","fun and delicious","i tried the man made mascarpone rice pudding and it was very good. you need to pick a larger size if you want to choose more flavours.
it would be nicer if you could choose between hot and cold rice pudding.",4
"437",4,"May 15, 2013","sweet as!!!","oh my word, if you like rice pudding your going to love this.we were told about rice to riches by a new yorker. this could possibly be the sweetest, best, semi secret of the big apple!!!!",3
"438",5,"May 13, 2013","an amazing concept!!!","i'll say this, rice pudding isn't the only thing you should go for. the interiors have some really funny and interesting boards hung all over.
get a flavor you like, or do a half and half of 2 flavors,my personal favorite, sex drugs and rocky...more",2
"439",5,"May 6, 2013","the only rice pudding experience in nyc !","if you are a rice pudding lover like me, this is your future second home ! in an amazing concept store you will be able to try more than 30 flavors, all homemade. to go or to stay everything is tailored to have an authentic...more",5
"440",5,"April 28, 2013","i'm still dreaming about it.","i love rice pudding. this was fantastic. i ordered one of the vanilla flavors and put graham cracker crumbs on top. i ordered a medium. i ate some at the restaurant and put the rest in the fridge when i got home. i ate it...more",3
"441",4,"April 24, 2013","in new york, you really should try it!","i passed this place quite a few times and because of the exterior, thought it was a boutique clothes shop. however, when i found out that it was a somewhere that sold just rice puddings, i had to try it. and i wasn't disappointed. they...more",5
"442",5,"April 17, 2013","mmmm :-)","really good alternative for eiscream ;-) every time wen i am in ny a ""have to"" visit ""rice to riches"" becauese it is so good !!!",3
"443",5,"April 15, 2013","yum yum!","very fun flavors and delicious. so filling, could definitely make a meal out of a small bowl here. not too badly priced either. there is very limited seating here, but most people just stand around with their bowls. i will definitely go back!",5
"444",5,"April 8, 2013","rice pudding heaven","if you like rice pudding you have to put this little gem on your must visit list. kind of set up like an icecream shop where they have all the flavors out on display and you pick your flavor or combination of flavors which they...more",5
"445",4,"April 7, 2013","modern rice pudding","i love rice pudding so i always try to swing by this place when in the area. vibe is great, flavors also. if only they had smaller than the smallest 8oz. cup then i'd feel better about spending the $7 on dessert which is too...more",4
"446",5,"April 5, 2013","the best rice pudding i've ever tasted","rice to riches is a shop dedicated to rice pudding - and lots of it. as a picky eater, i did not venture far from my comfort zone and had the french vanilla, but there are well over a dozen flavors to choose from and...more",3
"447",4,"March 30, 2013","if you like rice pudding-this is the place","just came back and was pleasantly surprised. what a great idea! a shop dedicated to rice pudding and toppings. first off you can sample anything- their flavors include hazelnut chocolate bear hug, coast to coast cheese cake, man made mascarpone with cherries, coconut coma, to...more",1
"448",5,"March 26, 2013","i don't normally even like rice pudding but i love this place!","my daughter is a huge rice pudding fan and whenever i am in soho, she asks me to stop and get the graham cracker rice pudding from rice to riches. i like all of the little snarky phrases and signs all over the shop and...more",4
"449",5,"March 26, 2013","ambrosia at its best!","my wife being british, has tried all kinds of rice pudding in america. she has never truely enjoyed it as much as she did in england until we went to rice to riches. if you are searching for great rice pudding in america, search no...more",3
"450",5,"March 23, 2013","rice pudding? yep! dont miss out.","this place is fantastic! who knew i was such a fan of rice pudding? but...i only eat it here. the graham cracker is my favorite and i had one with raisins in it which didnt suck. rice to riches is a bit pricey but you...more",3
"451",5,"March 18, 2013","rice pudding!","although i don't love rice pudding as much as my husband, i did really enjoy rice to riches!! i had vanilla and had it topped with toasted coconut! the choices are limitless!!!!!",4
"452",4,"March 18, 2013","great rice pudding - pricey, clean, inventive, fun!","all different types of puddings. we had the traditional version with diced peaches on top. cost about $10 but it was a nice treat for two of us to share after just having had lunch elsewhere. sleek and modern surroundings - lots of catchy sayings...more",2
"453",5,"March 15, 2013","best rice pudding, just like mom's","was walking with my family and my daughters decided to stop and have some ice cream; what a pleasant surprise! rice pudding, which has been one of my favorite desserts, in all combinations and flavours. nice decor and very funny pop displays, the anti-diet!
a...more",5
"454",5,"March 15, 2013","who would have thought rice pudding was so good?","times square, broadway, metropolitan museum and rice to riches. things not to miss in a visit to nyc. we walked the high line toward greenwich village and then walked 1.6 miles to rice to riches. it was well worth it. we got the to-go sampler...more",3
"455",5,"March 7, 2013","rice pudding? really?","when my spouse wanted to stop here i grudgingly agreed to. i thought rice pudding....yuk. omg it was so good. the cheesecake rice pudding (yes really) was delicious. it has such a cool ambiance and decor promoting the anti-diet! i am sure this place does...more",2
"456",5,"March 1, 2013","rice pudding at its finest!","this is for rice pudding lovers. a huge selection of unique flavors. rocky road was awesome as was caramel and chocolate chip. get the size that allows you to select two flavors and bring the leftovers home. so so good.",4
"457",5,"February 8, 2013","see my peking duck review & go here for desert","this place has the best rice pudding ever---21 different favors. you can eat it there or/and take out. either way, you can keep a good storage bowl. less than 2 blocks from the spring street subway stop. from the subway, walk west on spring",2
"458",4,"February 3, 2013","who' have thought?","looks at a very attractive high end ice cream store, but you'll only find spectacular rice pudding here (and in zillions of amazing flavors). opened around 2002, this is perhaps the world's one and only!",5
"459",5,"January 27, 2013","rice pudding heaven","ok, ok...so i took some heat for ordering the classic rice pudding. they have over 20 flavors to choose from, place is very clean and staff was extremely friendly!",4
"460",5,"January 23, 2013","i think i have about 12 of their containers sitting around the house...","for a while i was collecting their uber-cool karim rashid-esque pudding containers. but they werent half as cool as the pudding. they actually achieved making ice cream flavors out of rice pudding, and it actually tastes good! the staff is always friendly and helpful. the...more",5
"461",4,"January 23, 2013","good puddin'","fun, unique place! the rice pudding is very good and the signs posted in and in front of the shop are hilarious! the only complaint i have is that it is really expensive.",2
"462",4,"January 19, 2013","a jetsons-style rice pudding parlour","delicious and surprising flavour combinations abound at this original ice-cream parlour-style rice pudding shop. futuristic decor and electronic menus (long before this became the standard) make this a fun spot to pop in with friends or family. flavour suggestion: chocolate chip with sour cherries on...more",5
"463",5,"January 16, 2013","who doesn't like rice pudding?","one of the coolest places i've seen. the hip decor displays quirky signs all over the store that are sure to provoke some laughter. after trying 5 or so flavors we picked cinnamon sling with a topping called spirit and we've been hooked ever since....more",2
"464",5,"January 11, 2013","the coolest desert place in nyc","if you like rice pudding, you'll love this place. its in the hip district of soho (great for shopping) and its tucked in one of the back streets. amazing range of rice puddings (that's all they do)
wish we had one here in new zealand....more",5
"465",5,"January 6, 2013","who'da thunk you could sell just rice pudding?","we were with a couple of our older daughters for a night out on the town. after dinner and some adult beverages we were not ready to head home. that was the first time that we found our way to this fun stop that has...more",3
"466",3,"December 30, 2012","bad service!","i went with my husband to rice to riches and i can tell you.... the service was very bad! and the rice was not that great either. i do not recommend this place to any one.",1
"467",4,"December 29, 2012","cheeky rice pudding!","walked out of lombardi's pizza & spotted this cool place. the cheeky signs in the windows caught our eye - thought it was a gelato spot but was pleased to see something new. i'm personally not a huge fan of rice pudding but i wanted...more",2
"468",4,"December 28, 2012","for someone who doesn't like rice pudding, this place is great!","i went to rice to riches with my friend for his birthday and i was hesitant at first because i do not like rice pudding due to the texture. the ambiance was great here. lots of really funny signs and the place was rocking! they...more",3
"469",5,"December 28, 2012","awesome!","found this place while walking from subway to little italy. i grew up with my moms homemade and this place is just as good. they let you try before you buy...great since there are sooo many choices. price was around $7 for a small but...more",2
"470",5,"November 19, 2012","fun unique snack, lots of flavours","instead of ice cream, this place serves up lots of flavours of creamy rice pudding, and they are really delicious! i was never a fan of rice pudding before, but i love it here. they come in these colorful plastic bowls with lids that are...more",2
"471",5,"November 15, 2012","kid's still talking about it.","if you read my review on lombardi's. this is right across the way. after knocking our socks off with pizza there, my oldest son fell in love with this place. when i asked what he wanted for his birthday..he said all he wanted was for...more",2
"472",5,"November 5, 2012","just amazing","i come here everytime i visit new york and everytime this place does not let me down. ignoring the outrageous price for a bowl (quite a large bowl however) since hey i'm on vacation. there is an endless combination of toppings and flavors that are...more",4
"473",5,"November 5, 2012","rice pudding heaven","went there for a quick dessert recently. i was seduced by the name - sex, drugs and rocky road (the chocolate rice pudding) but disappointed by how chocolately it was - hid the essence of the pudding. however all the other rice pudding flavors my...more",3
"474",5,"October 29, 2012","delicious!","this is a must for all those who love desert. they serve a wide array of rice pudding. we had the coconut and the hazenut chocolate.wow! it is a bit expensive, but oh so delicious.",1
"475",5,"October 23, 2012","a must visit for rice pudding fans","amazing. genius. delicious.
words are not enough to describe ride pudding until visiting rice to riches. it is simply the best quality rice pudding money can buy . it's a super unique taste, innovative decoration and original idea of so funny words around the shop....more",3
"476",5,"October 9, 2012","what a cool dessert experience","this fun little dessert place in soho is a cool and funky place to treat yourself! relaxed and casual atmosphere with a hip decor, rice pudding of every flavor imaginable is on the menu. not only that, but you can then add many toppings of...more",2
"477",4,"October 7, 2012","rice to riches","we started coming here about 7 years ago. we still love it as much as we did back then. it can get crowded during peak hours. on this last visit we arrived around midnight and they were due to close at 1am. so we actually...more",3
"478",5,"October 6, 2012","d e l i c i o u s","i have never tasted rice pudding so delicious. so many varieties and a novelty to go out for pudding! we had butter pecan and couldn't finish the portion, so took it back to the hotel to have later! too good to waste. we went because...more",2
"479",3,"September 29, 2012","it was ""ok"" as mine is better!","we were on another visit to nyc to see our son and now our daughter lives there. one of the places we ""had"" to visit was rice to riches. i ordered the vanilla rice pudding while others ordered different flavors.
i cook and one thing...more",3
"480",4,"September 26, 2012","very different.. fun.. yummy....","we stumbled upon thsi place after dinner and i am glad we tried it. the store is very modern, fun with all the different sayings, and the staff was friendly. they were very patient with everyone sampling each of the flavors. no attitude, no pressure....more",2
"481",5,"September 11, 2012","a fun dessert experience!","who would have ever thought about making a rice pudding restaurant? well, rice to riches is fun, delicious, and worth experiencing. as a matter of fact, we enjoyed it so much that we made a second trip back with more people, just so we could...more",3
"482",5,"September 7, 2012","yummy and unique!","stumbled on this place this summer. what a refreshing new concept. they have just about any flavor of rice pudding you can think of...more than most yogurt shops. it was absolutely delicious!",1
"483",3,"September 4, 2012","worth trying!","went here because it was featured in the movie hitch. not a big fan of rice pudding but these guys sure serve and present it with flare! beautifully designed restaurant and marketingwise it is perfect. get the rum and raisin one!",2
"484",4,"August 20, 2012","fun diversion -","recommended by a friend who had seen the restaurant in the movie hitch. like a flavored yougurt shop but with various flavors of rice pudding. food was good. - we thought it was a bit pricey for what you got, but it was in nyc...more",5
"485",5,"July 26, 2012","very good","loved it , so many options . love the decor . so may options and they will give you samples to find the perfect flavor you want",1
"486",5,"July 20, 2012","tasty!","this is great place if you are looking for something different and not super sweet! so many great flavors and toppings to choose from!!",1
"487",4,"July 20, 2012","good as ever..","i love how they always coming up with new flavors while keeping the favorites around. the price is a little steep bu you are in nyc after all.",3
"488",5,"July 19, 2012","sin!","really must try experience? if i lived in the city i would be a regular customer. i just lave the containers too.",1
"489",2,"July 16, 2012","a bit over-rated","this was ok--not sure how long this gimmick will last. an interesting endeavor with about 12 varieties of rice pudding with equally the same number of toppings. we tried the basic and the chocolate hazelnut and they are very rich and i thought, a bit...more",5
"490",5,"July 11, 2012","rice pudding in a different light","delicious delicious delicious especially after dinner at any of the zillion restaurants in manhattan. so forget magnolias, trust me",2
"491",4,"July 9, 2012","not your grandmother's rice pudding...","growing up in new england, rice pudding was one of those things both of my grandmother's made for dessert. rice to riches takes rice pudding to places neither i or my grandmother's ever imagined. they have many decadent flavors that are perfectly good on their...more",3
"492",4,"July 1, 2012","cool new and tasty idea","the restaurant had a fresh vibe to it and it is kept very clean. staff were friendly and helpful. i thought it was neat to find a new idea for a product. i mean, we're pretty much used to the standard choices of food...having rice...more",1
"493",5,"June 27, 2012","rejoice in the yumminess that is rice to riches","this is always the first place we head to when we visit nyc (sad i know, but a ritual non the less;) they always have a fantastic selection of flavoured rice and usually about 10 toppings, so it's a mix and match situation. the servers...more",3
"494",5,"June 24, 2012","great dessert","yummy selection of rice budding. was never a big fan but this place allowed me to revise my judgement! massive portions, so sharing is an option. love the little bowl and spoons that you get to keep",2
"495",5,"June 24, 2012","i never liked rice pudding until now......","we have been to rice to riches on both our trips to nyc. omg it is to die for!! i don't like rice pudding but their recipes have left me longing for the next trip!! it is a little pricey but it is a luxurious...more",4
"496",5,"June 23, 2012","the ultimate comfort food at its best!","rice to riches is located between mott and mulberry street; what a great find; i love this place! however, you have to be a fan of rice pudding to appreciate its uniqueness because thats all they sell.
an extremely clean store, fun decor, and absolutely...more",2
"497",5,"June 23, 2012","sinfully delicious","a tempting array of flavours to choose from with toppings that only make a perfect thing more perfect!!!",1
"498",4,"June 22, 2012","nice pudding","what an excellent little find. i loved the humour of this place. my girlfriend loves rice pudding. i don't so i only had a drink, but she loved it. they had a very large selection here. go try it.",4
"499",5,"June 20, 2012","we love this place!","three years in a row we have stopped at rice to riches during our nyc visits. you can often find parking right on spring street, and if not, just circle while the other half of your party goes in. the singles are ample servings and...more",1
"500",5,"June 7, 2012","don't like rice pudding? now you might.","we never would have sought out rice pudding for dessert, but we saw this (right across from lombardi's pizza) and were drawn in by the clever signs and uniqueness of the place. it is one of a kind (as far as we know). the many...more",2
"501",3,"May 30, 2012","fun!","for rice pudding lovers, it is amazing!
for those who are undecided about rice pudding, don't get an entire serving for yourself-- try it as a group!
the best flavor is cookies n cream with caramel dipping sauce. that is all.",5
"502",4,"May 30, 2012","rice on","when you are tired of gelato (yes it's possible), you need to turn to rice pudding.
rice pudding has always been a comfort food for me, so this was a nice find. it's a good destination for kids or teenagers who might be a little...more",1
"503",3,"May 24, 2012","interesting but expensive","we went here on a diy food tour and tried two flavours. the decor and packaging is interesting and there is a wide selection of flavours to choose from. i did however think it was expensive for what it was and a bit of a...more",1
"504",5,"May 24, 2012","if you like rice pudding....","...this is your mecca. about 20 flavours that can be mixed and matched and consumed in their quirky place.",1
"505",5,"May 24, 2012","something for everyone!","first off i need to tell you i hate rice pudding...my wife found this place years ago with her girlfriend and she said i had to go with her. i figured i should just jump in and try it, if i didn't like it that...more",3
"506",4,"May 18, 2012","hmmm...","i was so excited to finally get myself to rice to riches, but after sampling several variations (key lime, french toast, chocolate cherry!) i realized that ...i just want regular rice pudding (which they have!) the theory of flavored rice pudding is good, in theory,...more",4
"507",4,"May 17, 2012","can i have the recipe please?","having read a lot about this place as a rice pudding lover i had to visit. i did... 3 times in a week. their rice pudding is highly addictive, especially the cheesecake flavour. pricey but even the smallest portion is a meal on its own....more",1
"508",5,"May 14, 2012","quirky rice pudding shop","it's all about rice pudding and fun in this shop. lots of amusing quotes on the wall such as' if loving rice pudding is wrong, i don't want to be right'. lots of flavours and funky decor. only shame is they don't do smaller portions...more",4
"509",4,"May 12, 2012","fun little dessert spot","very unique. yummy flavored rice pudding and all flavors i have tried have been true to the name and delicious. the atmosphere is funky fun too. read all the signs, they are entertaining!",2
"510",5,"May 3, 2012","yum!","if you like rice pudding i highly recommend going here! it is pretty expensive (but what iin ny isnt) dont let your eyes be bigger than your stomach like me! i had gotten the second smallest size and threw half of it away. theres only...more",4
"511",3,"April 25, 2012","clever, cute, and delicious","the abundant signs and cute sayings are lots of fun, and the rice pudding is delicious.",5
"512",5,"April 24, 2012","best rice pudding ever!","i love this place. even if you don't think you like rice pudding you have to try it. the rice pudding comes in about 20 different flavors and they have about 10 different toppings from which you can choose. i love the fluent in french...more",4
"513",5,"April 23, 2012","my idea of heaven","luckily just happened to walk past rice to riches. i'm a pudding lover so this looked amazing to me and i had to go in. it's all about fun, with lots of silly quotes on signs around the place. i was overwhelmed by the choice,...more",2
"514",5,"April 18, 2012","love it!!!","when every i am in the city i try to stop by at this place and bring some home to my family. i like the chocolate flavored rice pudding and the mascarpone with cherries. you can add toppings if you like. highly recommended.. i like...more",3
"515",4,"April 17, 2012","very unique","when i visit manhattan i search for unique eateries and this hit the spot. although the prices are a little excess, you do have an option to keep the bowl and spoon(s). there are funny saying (signs) posted all over the wall. it is very...more",2
"516",5,"April 17, 2012","yummy","not for the faint hearted, or those on low carb diets. the rice pudding is really delicious but very rich and very more-ish!",5
"517",5,"April 15, 2012","funky place","came across this by accident, but had to stop once we looked in a and started reading all the slogans such as "" many great flavours and three s.... ones..."". bright, clean and really modern looking- how to make rice pudding fun.. well they've found...more",1
"518",5,"April 14, 2012","the bestest desert place in the world!","i felt like a kid at rice to riches. this place is so good and hidden away near china town. the combination of niche desert, humour and amazing quality rice pudding is out of this world. i went back the next day it was so...more",3
"519",3,"April 13, 2012","innovative idea","i love the whole concept of rice to riches. everything was very fresh and what an amazing selection of toppings and pudding. the only reason i can not givr it a 5 is there is very limited seating and it tends to get very crowded.",1
"520",5,"April 5, 2012","tastier than you would think","the rice pudding is delicious, and i highly recommend you load it up with some toppings.",4
"521",3,"April 1, 2012","racial profialing when samlping their pudding.","i've always loved rice to riches i decided to take my 3 young men into rice to riches. as we stood in line a waited to sample the puddin my boys got questions from the employees behind the counter about whom they were with and...more",3
"522",5,"March 31, 2012","secret gem of new york city","let me say, i've tasted rice pudding before, but this place completely blows away any other rice pudding i've tasted. they have toppings you can add to their different flavors, but the rice pudding alone is great enough already. first time here and it definitely...more",4
"523",3,"March 29, 2012","cute idea","visited this place on a tour. it's a cute,different idea for a dessert place. lots of different flavors for rice pudding, you can ask to try it before you buy. found it a bit pricey for what it is. really enjoyed all the funny quotes...more",2
"524",4,"March 6, 2012","this is no ordinary rice pudding!","this is our third visit to rice to riches and if i lived close by, i am sure i would be here every other day for my fix! great flavors! the rocky road is thick fudgy goodness, the french toast is another one of my...more",3
"525",4,"February 25, 2012","rocky road rocks!","we've been here twice this month. the variety is amazing and all the flavors seem to work well. i especially liked the ""sex, drugs and rocky road"" flavor. it was also a novelty for our relatives visiting from australia.",3
"526",4,"February 21, 2012","holy rice pudding","my wife and i stopped here after eating lunch down in little italy. we had the rocky-road rice pudding, single serving, which was more than enough for us both. it was very good and they have a large variety of flavors.
we'll be back there...more",2
"527",5,"February 15, 2012","love it!!!","this unique dessert place is one of my favorite places to visit when in nyc! i had my doubts, but the rice pudding is really unbelievably fantastic. besides many flavor choices you can also enjoy 12 different toppings. i love the humorous slant and friendly...more",5
"528",4,"February 6, 2012","who knew there were so many rice pudding flavors?","this is an only in ny type of place. it looks like an ice cream shop, but it is rice pudding. there are tons of flavors and toppings. there are funny quotes on the walls. great place.",2
"529",5,"February 1, 2012","amaaaazzzziiiinnngggggg","if you like rice pudding this is the place to go! a friend told me about this place a few years back and i have been meaning to get their ever since. man am i sorry i waited so long! they had more flavors then...more",3
"530",4,"January 19, 2012","what an enjoyable treat","my son and i stumbled upon this jem! delicious and fun.",2
"531",5,"January 12, 2012","what a hilarious (and delicious) place...!","we had our dessert here...and what a nice place this is...!
can definitely recommend the cheesecake rice pudding. super tasty..! also pay attention to the texts and funny comments everywhere. when in neighborhood, certainly worth a visit...can't go wrong here.",1
"532",4,"January 8, 2012","different but tasty!","we quite enjoyed our flying visit here. it's quite different, but fun. tasty rice puddings, different sorts of flavours! we had four different ones, one of which was fairly flavourless, but we enjoyed the others. bright & cheery surrounds, & fun.",5
"533",5,"December 30, 2011","good, creative and fun!","been here a number of times, never disappointed. lines aren't bad. gets a bit of the nyu crowd, but that's not a bad thing.",3
"534",4,"December 30, 2011","tasty, different","lots of delicious versions of rice pudding. that's about it.",4
"535",5,"December 29, 2011","rice pudding crazy","who would have imagined there could be so many different flavors of rice pudding everywhere!! the little dishes they come in are kinda neat too, a perfect place to get something sweet after strolling around little italy!",1
"536",5,"December 26, 2011","aww yeah rice pudding time!","i go out of my way to come here no matter where i am in nyc. you can taste all the favors you want. i personally go for the vanilla. i love the sleek modern decor and the funny sayings everywhere some are pg13. it's...more",3
"537",5,"December 17, 2011","not just the best rice pudding in north america- a hilarious place to go!","after a wonderful dinner at stanton social, we ventured over to rice to riches. all i can say is that we sat in awe reading the words everywhere and enjoying one of the best desserts i've ever had- french toast rice pudding with cinnamon! do...more",1
"538",5,"December 13, 2011","best rice pudding ever","every trip to nyc we make a point of going there... i love everything about them!",3
"539",4,"December 10, 2011","nicely done concept - they should spread them all over the country.","if you like rice pudding (or if you thought you didn't) you have to go to rice to riches. it is located in nolita (north of little italy) and is a really great little spot. the restaurant has highly stylized design and you can tell...more",5
"540",4,"November 28, 2011","unique rice pudding","right in the heart of ny little italy, there's this unique pudding place, with pudding that's made from rice and flavored like ice cream. we had to share the rum raisin, it was quite filling.",4
"541",5,"November 20, 2011","the best rice pudding ever!!!","i wish i had rice to riches in my city... or maybe not because these things packed some sugar and fat, but as a treat look no more. the place is super cool, and they have a huge selection, we had the french toast and...more",3
"542",5,"October 31, 2011","unique experience","never thought i would like rice pudding. believe me: you'll like to. besides the wonderfully tasting rice pudding, the place is unique. fun and enjoyable.",4
"543",5,"October 6, 2011","so good you'll wonder why they haven't expanded.","we visited -- went out of our way to do so, in fact -- for our second time in as many trips to the city and once again were blown away. a fantastic concept -- fun atmosphere, simple food made special. addictive.
can i open...more",3
"544",4,"September 22, 2011","deliciously specific dessert place!","a dozen different types of rice pudding you say? the type of place that could only work in nyc and work it does. friendly staff, bright, shiny decor and delicious rice pudding.",4
"545",4,"September 17, 2011","only rice pudding and still wide selection","similar to an ice cream, parlor you can choose your flavor and your toppings. great atmosphere and really good rice pudding. i had the cheesecake with graham crumbs and it really good. i would certainly go there again when spending time in little italy.",1
"546",5,"September 16, 2011","yum yum yum!","first time i heard about this place was when i visited nyc a year ago with my boyfriend (i think he found the place through yelp). after that trip, i definitely wanted to come back with my girlfriends.
i didn't know where it was so...more",3
"547",4,"September 13, 2011","rice pudding at its best","first of all, expect the best rice pudding you will ever eat. there are many flavors to choose from. if unsure, you can get a small tasting to help you decide. this is all this store does, rice pudding, thats it - but they do...more",1
"548",5,"September 12, 2011","it was fun and incredible selection of pudding","one of a kind since it is the only branch but the selection and the taste of it is awesome, presentation is excellent and it is a ""must"" to visit in new york. definitely going back there.",3
"549",5,"August 25, 2011","boy, oh boy this rice pudding is soooooo addicting!","this rice pudding place is so inviting just by looking at the glass door outside the store! the interior is beautifully decorated with some humors that you won't get tired of reading them as you take a spoon of your chosen rice pudding! there are...more",3
"550",5,"August 19, 2011","a must do..","this is one of our favourite places to visit. love the variety of flavors. chocolate hazelnut bearhug and sex drugs and rocky road are my favs.",1
"551",5,"August 16, 2011","go there","well worth the trip. rocky road for me. the bowls are great for the familys who work in the factory to make the bowls, don;t worry about them. they also work well for the pudding!",3
"552",4,"August 15, 2011","lice to liches","i met my friend in soho, he was taking a dreamweaver course nearby. it was a weekday evening and the place was packed, filled with both tourists and locals. whoever does marketing for them is a genius. i love the way the restaurant is laid...more",3
"553",5,"August 11, 2011","my new nyc dessert guilt pleasure","awesome and unique place!!! so many yummy flavors. only tried 2, but the cherry and marscapone was out of this world good. the little signs and sayings on the walls were hilarious. i will return to this place every time i visit nyc.",2
"554",4,"August 4, 2011","best rice pudding ever","rice to riches is easy to reach if your having dinner in chinatown. walk up mott st from chinatown to spring st, turn left. rt hand side of spring. very modern, campy. excellent multiple flavors of rice pudding. open till 11p, longer on weekends.",2
"555",5,"July 23, 2011","small little spot with a lot of character and full of flavor!!!!!","if you ever visit nyc don't miss this little and funky place in the heart of little italy. just across from lombardi's pizzeria, the first pizzeria to open in the united states and nowadays considered a landmark... is rice to riches....more than 500 diferent rice...more",2
"556",3,"July 6, 2011","good pudding but terrible for the environment","delicious rice pudding. however, so incredibly un-environmentally friendly that i could never eat there again in good conscience. they serve their pudding in hard plastic dishes that i assumed were reusable because they were so substantial. they aren't. not impressed.",5
"557",3,"June 19, 2011","i used to love this. now it is just average.","the servings were not as healthy, the service was deplorable, and they forgot to give me spoons so i had to eat it with my fingers in my hotel room. i was not impressed, and this is a place i look forward to going every...more",3
"558",4,"June 16, 2011","more rice for me please!","this place has become pretty famous in the last years, and because of a good reason: what they do with the rice is delicious!!!!!
believe me, when i was invited to this place thought: what? rice for dessert? i don't think so...
but went anyway...more",1
"559",4,"June 12, 2011","very clever","we tried this place a couple of years ago and it was very good and still is. rice pudding is all they do and they have about 20 varieties to choose from. most, i think are pretty good. even if you do not like rice...more",4
"560",5,"April 27, 2011","a must do in nyc!!!!!!!!","i would say this is a must do food-wise in ny.
i'm not a fan of rice pudding but loved rich to riches, there are so many different flavours and toppings, i'm sure everyone could find something they liked.
plus the place is so fun...more",3
"561",5,"March 22, 2011","a rice pudding must try!","if you are a fan of rice pudding, then you need to visit rice to riches. i was a bit skeptical of some of the flavors, but they are really good!! some are a bit out there, but they have a lot so there is...more",4
"562",5,"October 17, 2010","amazing!!!","we stopped in after dinner recently, and my gosh was this place amazing. granted, i am a fan of rice pudding to begin with, but rice-to-riches exceeded any expectation that i may have had. plus, not only was it amazing... but there were several (12+)...more",1
"563",5,"August 29, 2010","funky doesn't even begin to describe it - and rice pudding to die for!","you just have to see this place to believe it. it's like something out of the jetson's - if the jetson's had a rice pudding restaurant. rice pudding is all they serve and they serve the best, most innovative rice pudding i've ever seen. expense?...more",4
"564",5,"July 30, 2010","to die for!","we got off the subway just to try this ""restaurant"" out and it was so worth it. even my husband, who questioned our sanity when we decided to do this, agrees. the rice pudding was excellent and we loved the ""cheeky"" attitude in the signs...more",5
"565",5,"July 7, 2010","i was skeptical, but the rice pudding was great!","i travel to nyc frequently and i had walked by this place many, many times on my way to lombardi's (a regular stop when i'm in town). i always thought rice to riches looked weird. after all, what kind of place would serve only rice...more",3
"566",5,"July 2, 2010","rice to die for","can you imagine a place that just sells rice pudding? not just any old rice pudding, but creamy, delicious and gloopy confection in every flavour under the sun with toppings of your choice? if not - you better believe it. go to rice to riches,...more",4
"567",5,"June 1, 2010","amazing!","a friend read a review of rice to riches and decided it was a must-try on vacation. while it's in a neighborhood that doesn't look like much, rice to riches is a gem! the decor is very modern and fun and the rice pudding is...more",2
"568",5,"March 29, 2010","wow...never knew rice pudding can be this fun to eat.","we went to the famous lombradi's for dinner and on the way there we saw this place called rice to riches. there were a lot people going in and out of the place so we decided to check it out. turns out that this place...more",2
"569",5,"February 19, 2010","oh so yummy!","we visited rice to riches after a recomendation from a friend. it was better than i had expected, and i only wish i would have gotten a bigger one. the staff was friendly, and service was great. food was to die for...seriously good stuff! the...more",1
"570",2,"February 17, 2010","not worth it!","i love rice pudding and have wanted to visit rice to riches for a while. i finally visited yesterday and i have to say i was totally unimpressed by what they had to offer. i had the stubborn banana whiich reminded me of ordinary banana...more",3
"571",5,"January 2, 2010","oh so yummy","after having a delicious dinner at lombardi's across the street, we crossed over to rice to riches for dessert. my fellow dinner mates were put off by the idea of having rice pudding for dessert. i, on the other hand had already been to this...more",2
"572",5,"November 14, 2009","bliss","rice to riches is one of the reasons i visit nyc, and i'm not even kidding. its so delicious, so creamy, so incredible. every flavour is good, but i really enjoyed the pumpkin pie flavour i had in october...perfect for the season.
go there....go there...more",2
"573",5,"September 7, 2009","one of a kind","you need to visit this place as it is unique. i was quite apprehensive at first, as were the other members of our party. however, our guide, jim dykes (rich & famous tours) assured us that it was worth having a tasting. it was incredible....more",3
"574",5,"September 6, 2009","hip rice pudding, great flavors","this is rice pudding at its finest! albeit not organic, their rice pudding and toppings are delicious. the restaurant is very modern and cool looking, service if very friendly and lets you try flavors before you decide - which will be difficult! four flavors come...more",5
"575",3,"August 4, 2009","nice service, like trying out flavors.","nice service, like trying out flavors.",5
"576",5,"May 13, 2009","they need more seats!!","they need more seats!!",1
"577",3,"April 23, 2009","a great place to try & sample rice pudding. some of the flavors are a bit out there, but some are awesome!
i was...","a great place to try & sample rice pudding. some of the flavors are a bit out there, but some are awesome!
i was more into the decor of the store than the food itself. i loved that you could order and have it shipped...more",5
"578",3,"March 16, 2009","which flavor to choose? some flavors can be majorly sickening. if you'd like to choose more than one flavor, buy the...","which flavor to choose? some flavors can be majorly sickening. if you'd like to choose more than one flavor, buy the bigger size and have them stuff two flavors.",5
"579",5,"March 1, 2009","best rice pudding...ever!","wow. we took the subway and walked a bit to find this place but it was worth it for sure. they have so many different choices and you can sample as many as you want before deciding on one to get. that is one tough...more",5
"580",5,"February 22, 2009","yum!!","my husband saw this place on the movie hitch and had to go while we were in nyc. it was wonderful!! you can even overnight the rice pudding to anywhere in the u.s. which i think we just might do!",4
